Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
1638147,CUSHION,0.55,SI2,E,EX,EX,VG,N,5.05-4.35×2.94,"1,378.65"
1630155,CUSHION,0.5,VVS1,FANCY,EX,EX,VG,F,4.60-4.31×2.92,"1,379.74"
1612606,CUSHION,0.51,VS2,H,EX,EX,VG,N,4.71-4.35×2.94,"1,380.19"
1638140,CUSHION,0.5,VS2,H,EX,EX,VG,N,4.91-4.26×2.88,"1,380.61"
1536093,CUSHION,0.53,SI1,D,EX,VG,VG,N,4.70-4.46×3.01,"1,383.13"
1643527,CUSHION,0.52,VVS1,I,EX,EX,VG,N,4.76-4.42×2.99,"1,384.24"
1636092,CUSHION,0.5,SI1,E,VG,EX,VG,N,4.91-4.17×2.90,"1,385.91"
1648845,CUSHION,0.5,SI1,D,EX,EX,GD,N,4.89-4.24×2.84,"1,389.25"
1631332,CUSHION,0.55,VVS1,I,EX,EX,VG,N,4.69-4.50×3.04,"1,391.02"
1639565,CUSHION,0.55,VS1,H,EX,EX,EX,ST,4.78-4.52×3.04,"1,392.90"
1608375,CUSHION,0.91,SI1,M,EX,EX,EX,F,6.09-5.11×3.47,"1,393.76"
1623506,CUSHION,0.52,VS1,H,EX,EX,VG,M,4.64-4.48×3.03,"1,319.56"
1593561,CUSHION,0.5,VVS1,I,EX,EX,VG,N,4.63-4.33×2.92,"1,320.14"
1612588,CUSHION,0.71,VS1,K,EX,EX,VG,N,5.73-4.71×3.20,"1,320.70"
200715-197,CUSHION,1.12,I3,FANCY,EX,VG,VG,F,6.01-5.64×3.83,"1,323.08"
1665793,CUSHION,0.51,VVS2,I,EX,EX,VG,N,4.53-4.43×3.00,"1,324.64"
200538-94,CUSHION,1.0,I1,W-X,EX,VG,GD,F,6.51-5.31×3.27,"1,325.01"
1605155,CUSHION,0.52,VVS1,I,EX,EX,VG,N,4.69-4.47×3.03,"1,326.87"
1608393,CUSHION,0.82,VS1,M,EX,EX,EX,M,5.23-5.20×3.53,"1,329.81"
1597343,CUSHION,0.72,IF,Y-Z,EX,EX,GD,N,5.09-4.87×3.29,"1,330.50"
1638113,CUSHION,0.8,SI1,N,EX,EX,VG,M,5.47-4.97×3.38,"1,332.09"
1622628,CUSHION,0.51,VS1,FANCY,EX,VG,VG,F,4.62-4.48×2.97,"1,424.23"
1667155,CUSHION,0.53,VS1,I,EX,EX,VG,N,5.19-4.29×2.90,"1,424.37"
1615073,CUSHION,0.52,VVS1,I,EX,EX,VG,N,4.57-4.47×3.03,"1,430.13"
1589370,CUSHION,0.75,VS1,L,EX,EX,VG,F,5.70-4.78×3.23,"1,437.68"
1648815,CUSHION,0.94,SI1,M,VG,EX,VG,F,5.87-5.18×3.61,"1,441.31"
1506838,CUSHION,0.7,SI1,I,EX,EX,VG,N,5.28-4.81×3.26,"1,444.75"
1648843,CUSHION,0.55,VS2,H,EX,EX,VG,N,5.34-4.27×2.86,"1,445.15"
1665798,CUSHION,0.5,VS2,G,EX,EX,VG,F,4.49-4.46×3.01,"1,447.35"
200702-562,CUSHION,1.08,,FANCY,EX,VG,VG,N,5.95-5.57×3.76,"1,447.51"
1549891,CUSHION,0.72,I1,FANCY,EX,VG,GD,M,5.55-4.67×3.17,"1,054.14"
1622484,CUSHION,0.55,VVS1,K,EX,EX,VG,N,4.74-4.48×3.04,"1,075.21"
1632732,CUSHION,0.7,VS2,N,EX,EX,VG,M,5.23-4.75×3.22,"1,078.14"
1629717,CUSHION,0.61,VVS1,Y-Z,EX,EX,VG,N,4.66-4.60×3.11,"1,087.25"
1605151,CUSHION,0.75,SI1,K,EX,EX,VG,N,5.59-4.85×3.27,"1,087.54"
1595358,CUSHION,0.5,VS2,FANCY,EX,EX,GD,N,4.31-4.29×2.91,"1,103.97"
1638138,CUSHION,0.51,VS1,J,EX,EX,VG,N,4.98-4.25×2.85,"1,199.41"
1642243,CUSHION,0.75,VVS2,L,VG,EX,GD,ST,5.29-4.94×3.45,"1,205.70"
1565348,CUSHION,0.52,VVS1,FANCY,EX,EX,VG,M,4.47-4.33×2.94,"1,207.12"
1615092,CUSHION,0.52,SI1,I,EX,EX,VG,F,4.77-4.43×2.99,"1,211.61"
1619470,CUSHION,0.53,VVS2,J,EX,EX,VG,N,4.59-4.45×3.01,"1,213.74"
1574492,CUSHION,0.57,SI1,FANCY,EX,EX,GD,M,4.83-4.56×3.08,"1,214.05"
1648838,CUSHION,0.5,VS1,I,EX,EX,VG,M,4.44-4.43×3.01,"1,214.62"
1593546,CUSHION,0.5,SI1,E,EX,VG,GD,N,5.13-4.13×2.80,"1,226.85"
1636055,CUSHION,0.71,VS2,N,EX,EX,EX,N,5.80-4.64×3.15,"1,230.89"
1667164,CUSHION,0.5,VS2,I,EX,EX,VG,F,4.44-4.42×2.98,"1,231.96"
1628224,CUSHION,0.9,SI1,M,EX,EX,EX,ST,5.62-5.27×3.56,"1,237.55"
1601290,CUSHION,0.5,SI1,FANCY,EX,EX,VG,F,4.44-4.41×2.95,"1,241.42"
1664763,CUSHION,0.56,SI2,FANCY,EX,GD,GD,F,4.72-4.43×3.00,"1,286.93"
1651013,CUSHION,0.52,VVS1,I,EX,EX,VG,F,4.60-4.49×3.03,"1,292.65"
1593490,CUSHION,0.9,SI2,M,VG,EX,VG,F,5.91-5.05×3.52,"1,295.14"
1549897,CUSHION,0.6,VVS1,FANCY,EX,EX,VG,M,4.66-4.62×3.13,"1,298.13"
1615085,CUSHION,0.5,VS1,H,VG,EX,VG,N,4.89-4.25×2.85,"1,301.12"
1654061,CUSHION,0.7,SI1,L,EX,EX,VG,N,5.31-4.83×3.27,"1,303.27"
1630158,CUSHION,0.5,SI1,FANCY,EX,VG,GD,F,4.57-4.35×2.88,"1,303.67"
1636033,CUSHION,0.85,VS2,M,EX,EX,EX,ST,6.12-4.90×3.34,"1,311.39"
1608410,CUSHION,0.71,VVS2,L,VG,EX,VG,N,5.04-4.82×3.37,"1,315.61"
1657715,CUSHION,0.5,SI1,G,EX,VG,VG,F,4.71-4.29×2.90,"1,317.62"
1665802,CUSHION,0.59,SI1,H,EX,EX,VG,N,5.18-4.49×3.05,"1,588.29"
1658912,CUSHION,0.51,VVS1,G,EX,VG,VG,F,4.99-4.26×2.88,"1,592.88"
1524552,CUSHION,0.52,VS1,S-T,EX,EX,VG,M,4.55-4.38×2.97,718.92
1651023,CUSHION,0.5,SI1,M,EX,EX,VG,F,4.86-4.23×2.87,725.32
1632749,CUSHION,0.5,VS2,M,VG,EX,GD,N,4.51-4.47×2.98,771.13
1660174,CUSHION,0.5,VVS2,M,EX,EX,VG,F,4.94-4.27×2.88,772.88
1602072,CUSHION,0.59,VS2,U-V,VG,EX,GD,N,4.64-4.57×3.19,807.91
1652706,CUSHION,0.51,SI1,N,EX,EX,VG,F,4.92-4.27×2.89,816.68
1606825,CUSHION,0.5,VVS1,L,VG,EX,VG,ST,4.72-4.23×2.95,822.17
1639567,CUSHION,0.5,VS1,K,VG,EX,VG,F,4.70-4.24×2.93,830.89
1619473,CUSHION,0.51,VS1,L,VG,EX,GD,N,4.69-4.32×2.95,839.64
1629722,CUSHION,0.61,SI2,Y-Z,EX,EX,FR,F,4.82-4.72×3.09,847.83
1575622,CUSHION,0.52,SI1,L,EX,EX,VG,N,5.02-4.23×2.88,869.06
1619461,CUSHION,0.8,VS2,M,EX,EX,EX,N,5.42-5.05×3.42,"1,358.39"
1651870,CUSHION,0.51,SI1,FANCY,EX,EX,VG,N,5.01-4.12×2.79,"1,358.98"
1651867,CUSHION,0.51,VS2,FANCY,EX,GD,GD,N,4.75-4.28×2.90,"1,364.27"
1652701,CUSHION,0.53,VS1,I,EX,EX,VG,N,4.71-4.51×3.04,"1,365.72"
1651019,CUSHION,0.5,VS2,H,EX,VG,VG,F,4.61-4.43×2.95,"1,366.08"
1665795,CUSHION,0.51,VS1,I,EX,EX,EX,M,4.63-4.43×2.97,"1,373.97"
1643525,CUSHION,0.52,IF,I,EX,EX,VG,N,5.08-4.31×2.87,"1,374.36"
1672858,CUSHION,0.5,VS2,I,EX,EX,VG,N,4.52-4.35×2.93,"1,377.17"
1619459,CUSHION,0.8,VVS2,K,VG,VG,VG,N,5.25-5.08×3.52,"1,607.28"
200772-70,CUSHION,1.02,SI2,L,EX,EX,EX,M,6.27-5.43×3.63,"1,609.43"
1761477,CUSHION,0.5,VS1,F,EX,VG,VG,N,4.86-4.22×2.85,"1,610.67"
1612587,CUSHION,0.76,VS1,K,EX,EX,VG,N,5.35-5.01×3.38,"1,612.64"
1615611,CUSHION,0.63,VVS1,FANCY,EX,EX,VG,M,5.16-4.90×3.00,"1,615.89"
1591217,CUSHION,0.51,VS2,H,EX,EX,VG,N,4.86-4.22×2.87,"1,335.20"
1602053,CUSHION,0.72,SI2,H,EX,EX,VG,N,5.55-4.79×3.25,"1,339.21"
1608451,CUSHION,0.51,SI1,H,EX,EX,EX,N,4.74-4.32×2.94,"1,339.58"
1612597,CUSHION,0.51,VVS1,I,EX,EX,VG,N,4.73-4.32×2.92,"1,352.82"
1642263,CUSHION,0.51,VS2,H,EX,EX,VG,F,4.78-4.37×2.94,"1,352.98"
1667149,CUSHION,0.52,VVS1,I,EX,EX,VG,F,4.72-4.44×3.00,"1,354.57"
1565346,CUSHION,0.55,VVS2,FANCY,EX,EX,VG,N,4.92-4.39×2.92,"1,357.61"
1638144,CUSHION,0.5,SI1,E,EX,EX,VG,N,5.05-4.26×2.79,"1,358.27"
1639573,CUSHION,0.53,SI1,E,EX,EX,VG,N,5.01-4.32×2.93,"1,495.95"
1639570,CUSHION,0.56,VS2,G,EX,EX,VG,F,5.08-4.39×2.97,"1,497.14"
1660170,CUSHION,0.71,VS1,K,EX,EX,EX,F,5.00-5.00×3.39,"1,498.58"
1660159,CUSHION,0.9,SI2,M,EX,EX,EX,F,5.48-5.35×3.64,"1,499.06"
1636088,CUSHION,0.52,VS2,F,EX,EX,VG,N,5.02-4.37×2.94,"1,499.35"
1665799,CUSHION,0.5,SI1,F,EX,EX,VG,N,4.88-4.23×2.85,"1,502.54"
1657712,CUSHION,0.5,VS1,H,EX,EX,EX,N,4.72-4.32×2.94,"1,511.28"
1595359,CUSHION,0.6,VS1,FANCY,EX,EX,VG,M,5.04-4.53×3.03,"1,450.63"
1663199,CUSHION,0.5,VS1,G,EX,EX,VG,M,4.48-4.36×2.96,"1,453.33"
201235-207,CUSHION,1.0,SI2,L,EX,EX,EX,N,5.84-5.55×3.75,"1,458.21"
1639559,CUSHION,0.7,SI1,J,EX,EX,GD,N,5.19-4.86×3.30,"1,458.27"
1667141,CUSHION,0.81,SI2,L,EX,EX,EX,F,5.47-5.30×3.50,"1,462.03"
1651017,CUSHION,0.5,VS2,F,VG,EX,VG,N,4.77-4.38×2.89,"1,462.04"
1599891,CUSHION,0.8,SI1,K,VG,EX,EX,N,5.17-5.11×3.56,"1,462.09"
1640841,CUSHION,0.9,SI1,L,GD,EX,EX,N,5.24-5.23×3.76,"1,463.08"
1651872,CUSHION,0.5,SI2,FANCY,EX,VG,GD,F,4.50-4.36×2.84,"1,108.29"
1608437,CUSHION,0.5,VVS2,J,EX,EX,VG,N,4.71-4.33×2.94,"1,127.33"
1657713,CUSHION,0.51,VS1,J,EX,EX,VG,M,4.76-4.37×2.96,"1,129.73"
1606855,CUSHION,0.51,VS2,J,EX,EX,EX,N,4.60-4.43×3.00,"1,131.60"
1615090,CUSHION,0.5,VS2,J,EX,VG,VG,N,4.52-4.42×2.98,"1,136.92"
1656380,CUSHION,0.5,SI2,J,EX,EX,VG,N,4.76-4.33×2.89,"1,137.73"
1667156,CUSHION,0.5,VS1,I,VG,EX,VG,N,4.47-4.32×2.99,"1,142.87"
1668185,CUSHION,0.5,VVS1,J,EX,EX,VG,ST,4.97-4.18×2.85,"1,142.87"
1591185,CUSHION,0.91,SI2,N,EX,EX,VG,F,5.45-5.42×3.64,"1,143.58"
1594991,CUSHION,0.76,SI1,M,EX,EX,EX,N,5.21-5.11×3.43,"1,148.68"
111000-5962,CUSHION,1.01,I2,FANCY,EX,VG,VG,N,5.89-5.63×3.53,"1,155.27"
1663189,CUSHION,0.8,VS2,K,VG,EX,VG,N,5.59-4.89×3.37,"1,594.88"
200376-372,CUSHION,1.2,SI2,U-V,GD,EX,VG,F,6.43-5.39×3.85,"1,599.33"
1660166,CUSHION,0.82,VS2,L,EX,VG,EX,M,5.44-5.17×3.51,"1,603.42"
1642252,CUSHION,0.7,SI2,J,VG,EX,EX,N,5.17-4.78×3.29,"1,604.51"
1629716,CUSHION,0.7,SI2,H,EX,EX,VG,N,5.23-4.83×3.28,"1,604.70"
1765490,CUSHION,0.5,VS2,F,EX,EX,VG,N,4.99-4.28×2.87,"1,604.79"
1616434,CUSHION,0.53,IF,G,EX,EX,VG,F,4.56-4.51×3.06,"1,604.91"
1667154,CUSHION,0.59,VS1,I,EX,VG,VG,N,4.81-4.62×3.13,"1,606.66"
1622625,CUSHION,0.7,I1,FANCY,EX,EX,VG,N,5.10-4.69×3.26,"1,623.88"
1667161,CUSHION,0.5,VS2,E,VG,EX,VG,N,4.70-4.24×2.95,"1,624.52"
1550932,CUSHION,0.9,SI2,K,EX,EX,EX,ST,5.61-5.31×3.59,"1,626.73"
1656373,CUSHION,0.51,VS1,G,EX,EX,EX,N,4.76-4.33×2.94,"1,627.21"
203202-238,CUSHION,1.01,SI1,FANCY,EX,EX,GD,F,5.77-5.51×3.75,"1,628.78"
1612604,CUSHION,0.51,VS2,G,EX,EX,EX,N,4.68-4.37×2.95,"1,628.99"
1639563,CUSHION,0.5,VS1,E,EX,EX,GD,F,5.04-4.17×2.83,"1,630.65"
1584399,CUSHION,0.7,SI2,H,EX,EX,VG,F,5.24-4.84×3.29,"1,638.40"
1634086,CUSHION,0.51,VS1,F,EX,EX,VG,N,4.73-4.31×2.92,"1,555.63"
1605429,CUSHION,0.61,VS1,FANCY,EX,GD,VG,F,4.83-4.67×3.18,"1,556.58"
1642257,CUSHION,0.53,VS1,G,EX,EX,VG,N,5.03-4.35×2.92,"1,560.02"
1665784,CUSHION,0.7,VVS2,K,VG,EX,VG,F,5.05-4.86×3.39,"1,562.27"
1669447,CUSHION,0.9,SI1,M,EX,EX,VG,F,5.64-5.39×3.60,"1,565.85"
1574487,CUSHION,0.81,I1,FANCY,EX,VG,VG,F,5.48-5.10×3.40,"1,567.03"
1654412,CUSHION,0.51,VVS2,FANCY,EX,EX,GD,N,4.56-4.37×2.96,"1,567.08"
1640845,CUSHION,0.81,SI1,L,EX,EX,EX,F,6.07-4.86×3.28,"1,568.43"
1616435,CUSHION,0.51,VVS2,G,EX,EX,VG,N,4.95-4.29×2.89,"1,528.28"
1654411,CUSHION,0.53,VVS2,FANCY,EX,VG,GD,M,4.62-4.52×2.94,"1,530.67"
1776162,CUSHION,0.5,VS1,F,EX,EX,VG,M,4.58-4.41×2.94,"1,533.78"
1632725,CUSHION,0.71,VVS2,K,EX,EX,VG,N,5.12-4.89×3.27,"1,534.18"
1651868,CUSHION,0.51,VS2,FANCY,EX,EX,GD,N,4.63-4.42×2.94,"1,534.45"
201162-344,CUSHION,1.0,SI1,M,VG,EX,VG,F,6.24-5.27×3.66,"1,534.49"
1606849,CUSHION,0.5,VS2,G,EX,EX,EX,N,4.75-4.31×2.93,"1,544.19"
200753-45,CUSHION,1.0,,FANCY,EX,VG,VG,M,5.77-5.36×3.61,"1,512.88"
1636023,CUSHION,0.9,SI2,K,VG,EX,VG,F,5.61-5.11×3.57,"1,514.71"
1651869,CUSHION,0.51,SI1,FANCY,EX,EX,VG,F,4.71-4.25×2.88,"1,515.05"
1654066,CUSHION,0.59,SI1,H,EX,EX,VG,N,4.76-4.62×3.12,"1,515.87"
1615070,CUSHION,0.72,SI2,H,EX,EX,VG,N,5.52-4.78×3.22,"1,516.09"
1646007,CUSHION,0.5,VVS1,G,EX,EX,VG,F,4.74-4.32×2.92,"1,521.74"
1660173,CUSHION,0.5,VVS1,G,EX,EX,VG,M,4.73-4.31×2.90,"1,524.32"
200715-332,CUSHION,1.01,,FANCY,EX,VG,VG,M,5.81-5.72×3.56,"1,524.68"
1631325,CUSHION,0.73,VS2,K,EX,EX,EX,N,5.62-4.80×3.24,"1,525.93"
1574493,CUSHION,0.66,VVS2,FANCY,EX,EX,VG,F,4.98-4.70×3.18,"1,571.38"
1663198,CUSHION,0.5,VS1,G,EX,EX,VG,N,4.65-4.36×2.97,"1,572.63"
1668184,CUSHION,0.73,SI1,K,EX,EX,EX,N,5.54-4.80×3.26,"1,574.05"
1651021,CUSHION,0.58,SI1,D,EX,EX,VG,N,5.16-4.46×3.02,"1,579.27"
1632705,CUSHION,0.91,VVS1,M,EX,EX,EX,N,6.28-5.12×3.47,"1,579.34"
1651012,CUSHION,0.53,VVS1,H,EX,VG,EX,F,4.71-4.45×3.00,"1,581.98"
1582752,CUSHION,0.85,VS1,L,EX,EX,EX,F,5.86-5.02×3.40,"1,582.02"
1667165,CUSHION,0.51,SI2,D,VG,EX,VG,N,4.89-4.18×2.92,"1,582.12"
1660175,CUSHION,0.51,VS2,E,EX,EX,GD,N,4.96-4.30×2.91,"1,582.23"
1765488,CUSHION,0.5,VS2,F,EX,EX,VG,N,4.90-4.21×2.86,"1,584.58"
1606827,CUSHION,0.52,VVS2,J,EX,EX,EX,N,4.61-4.51×3.01,"1,156.87"
1664490,CUSHION,0.7,VVS2,U-V,GD,EX,VG,ST,4.92-4.81×3.46,"1,160.33"
1606850,CUSHION,0.5,VS2,H,EX,EX,VG,VS,4.53-4.49×3.01,"1,162.75"
1652702,CUSHION,0.5,VS1,I,VG,EX,VG,M,4.72-4.32×2.98,"1,163.62"
1642258,CUSHION,0.5,VS1,I,VG,EX,VG,N,4.45-4.35×3.05,"1,163.62"
1575625,CUSHION,0.51,VS2,I,EX,EX,VG,N,4.65-4.37×2.97,"1,165.07"
1612607,CUSHION,0.52,VS2,I,EX,EX,VG,F,4.65-4.45×3.02,"1,166.78"
1631335,CUSHION,0.5,VS1,J,EX,EX,VG,N,4.63-4.37×2.93,"1,178.31"
1638141,CUSHION,0.51,VS2,J,EX,EX,VG,N,4.94-4.29×2.89,"1,180.03"
1624942,CUSHION,0.81,SI2,M,EX,EX,EX,M,5.43-5.15×3.48,"1,186.09"
1616433,CUSHION,0.7,VS2,L,VG,EX,VG,F,5.41-4.71×3.14,"1,191.85"
1609797,CUSHION,0.52,VS2,I,EX,EX,VG,N,4.59-4.52×3.04,"1,194.64"
1615089,CUSHION,0.5,VS2,I,EX,VG,VG,N,5.10-4.22×2.84,"1,194.84"
1636045,CUSHION,0.8,SI1,N,VG,EX,VG,M,5.24-5.09×3.50,"1,196.50"
1668187,CUSHION,0.5,VS1,I,VG,EX,EX,F,4.62-4.22×2.93,"1,244.88"
1660167,CUSHION,0.8,SI1,M,EX,EX,VG,F,5.47-5.03×3.42,"1,246.32"
1595363,CUSHION,0.5,VVS1,FANCY,EX,EX,VG,N,4.43-4.35×2.95,"1,255.25"
1621326,CUSHION,0.5,SI1,FANCY,EX,EX,GD,M,4.56-4.37×2.96,"1,255.25"
1602307,CUSHION,0.5,VS1,FANCY,EX,EX,EX,N,4.70-4.41×2.98,"1,257.85"
1624947,CUSHION,0.77,VS2,M,EX,EX,VG,N,5.20-5.03×3.41,"1,259.09"
1648844,CUSHION,0.5,VS2,H,VG,VG,VG,N,4.63-4.34×3.03,"1,264.05"
1652705,CUSHION,0.5,SI1,H,EX,VG,GD,N,4.74-4.37×2.89,"1,273.41"
1604255,CUSHION,0.53,VS1,FANCY,EX,EX,VG,N,4.76-4.41×2.99,"1,274.08"
1574494,CUSHION,0.53,VVS2,FANCY,EX,EX,VG,M,4.56-4.49×2.94,"1,277.75"
1661585,CUSHION,0.51,VVS1,G,EX,EX,VG,M,4.54-4.41×2.99,"1,547.89"
1606737,CUSHION,0.8,VVS2,L,EX,EX,VG,N,5.32-5.04×3.42,"1,549.36"
1665776,CUSHION,0.9,SI1,L,EX,EX,EX,F,5.65-5.39×3.59,"1,550.22"
1608363,CUSHION,0.9,VS1,L,EX,EX,VG,F,5.69-5.19×3.52,"1,550.50"
1595348,CUSHION,0.71,VS1,FANCY,EX,EX,VG,M,5.58-4.60×3.12,"1,553.75"
201162-370,CUSHION,1.06,SI2,K,EX,VG,VG,N,5.97-5.42×3.68,"1,553.91"
1638111,CUSHION,0.8,SI1,L,EX,EX,VG,N,5.39-5.12×3.47,"1,554.79"
1667163,CUSHION,0.5,VS2,G,VG,EX,VG,N,4.84-4.19×2.92,"1,555.32"
1572454,CUSHION,0.8,VS1,L,EX,EX,EX,N,5.45-5.06×3.34,"1,477.31"
1651871,CUSHION,0.53,SI2,FANCY,EX,VG,GD,N,4.71-4.42×2.97,"1,477.52"
1669448,CUSHION,0.81,VS1,M,EX,EX,VG,F,5.79-4.96×3.37,"1,478.93"
1608402,CUSHION,0.8,VS2,L,EX,EX,EX,N,5.29-5.21×3.47,"1,481.58"
1651861,CUSHION,0.75,I1,FANCY,EX,GD,GD,F,5.22-4.94×3.35,"1,483.05"
1667153,CUSHION,0.5,VS1,G,VG,EX,GD,N,5.11-4.25×2.84,"1,485.28"
1643529,CUSHION,0.5,VS1,H,EX,EX,VG,N,4.73-4.31×2.91,"1,486.18"
1533986,CUSHION,0.66,SI2,FANCY,EX,EX,EX,M,4.80-4.77×3.23,"1,014.51"
1601292,CUSHION,0.66,I2,FANCY,EX,VG,VG,F,5.00-4.73×3.15,"1,014.51"
1555209,CUSHION,0.51,SI2,I,EX,VG,VG,F,4.83-4.39×2.97,"1,015.11"
1601289,CUSHION,0.5,SI1,FANCY,GD,EX,VG,F,4.20-4.14×3.11,"1,018.38"
1643526,CUSHION,0.52,IF,K,EX,EX,VG,N,4.63-4.41×2.99,"1,021.06"
1651014,CUSHION,0.55,VVS2,W-X,EX,EX,VG,N,4.67-4.42×2.99,"1,041.90"
1604260,CUSHION,0.51,SI2,FANCY,EX,VG,VG,N,4.63-4.49×2.93,"1,044.18"
1664498,CUSHION,0.5,VS2,K,EX,VG,VG,F,5.10-4.21×2.76,"1,046.08"
1668191,CUSHION,0.51,SI2,I,EX,EX,EX,F,4.99-4.25×2.88,"1,051.23"
1575611,CUSHION,0.83,VS1,L,EX,EX,VG,N,5.86-4.99×3.38,"1,407.77"
1602058,CUSHION,0.51,VVS1,I,EX,EX,EX,N,4.69-4.36×2.96,"1,411.99"
1665801,CUSHION,0.5,SI1,G,EX,EX,VG,F,4.64-4.33×2.94,"1,414.37"
1660176,CUSHION,0.5,VS2,G,EX,EX,GD,F,4.52-4.50×3.02,"1,416.14"
1645988,CUSHION,0.8,VS2,L,VG,EX,VG,M,5.44-4.99×3.46,"1,417.83"
201162-297,CUSHION,0.96,SI2,S-T,EX,EX,VG,N,5.63-5.50×3.69,"1,418.06"
1657709,CUSHION,0.72,VS2,K,GD,EX,VG,N,5.48-4.57×3.29,"1,421.51"
1608409,CUSHION,0.76,VVS2,L,EX,EX,EX,F,5.46-4.96×3.32,"1,422.00"
1608444,CUSHION,0.51,VS1,K,EX,VG,VG,N,4.72-4.31×2.92,958.73
1615081,CUSHION,0.52,VVS2,K,EX,EX,VG,N,5.00-4.32×2.90,959.96
1595345,CUSHION,0.72,SI2,FANCY,EX,EX,VG,F,5.03-4.79×3.26,960.77
1608428,CUSHION,0.5,VVS1,K,VG,EX,VG,N,4.52-4.31×2.97,968.24
1634090,CUSHION,0.53,VS2,L,EX,EX,VG,N,4.87-4.43×2.92,973.58
1664496,CUSHION,0.53,VVS2,U-V,EX,EX,VG,F,4.82-4.46×2.97,975.35
1608430,CUSHION,0.57,VVS1,L,EX,EX,VG,N,4.84-4.55×3.05,981.59
1591215,CUSHION,0.5,SI2,J,VG,EX,VG,N,4.62-4.31×2.96,987.31
1667152,CUSHION,0.5,VVS2,K,VG,EX,VG,N,4.92-4.27×2.85,994.18
1622631,CUSHION,0.51,I1,FANCY,EX,VG,GD,F,4.38-4.38×3.04,"1,011.55"
201163-343,CUSHION,1.2,SI1,W-X,EX,EX,VG,F,5.97-5.67×3.85,"1,665.16"
203202-295,CUSHION,1.0,SI2,FANCY,EX,VG,GD,N,6.01-5.60×3.45,"1,669.15"
201249-118,CUSHION,1.02,SI1,M,EX,EX,VG,F,5.98-5.44×3.68,"1,670.45"
1604040,CUSHION,0.71,VS2,J,EX,EX,EX,N,5.46-4.72×3.21,"1,670.49"
1671930,CUSHION,0.51,VVS1,F,EX,EX,VG,F,4.91-4.24×2.88,"1,674.78"
1664762,CUSHION,0.5,SI1,FANCY,EX,VG,GD,F,4.55-4.22×2.86,"1,675.40"
200551-72,CUSHION,1.06,,FANCY,EX,VG,VG,F,6.51-5.16×3.49,"1,677.10"
1640854,CUSHION,0.73,SI2,I,EX,EX,VG,N,5.62-4.79×3.25,"1,680.03"
1522553,CUSHION,0.9,SI2,K,EX,EX,VG,N,5.82-5.32×3.58,"1,766.67"
1632746,CUSHION,0.59,VS2,F,VG,EX,VG,N,5.05-4.55×3.13,"1,770.93"
1643519,CUSHION,0.76,VS2,J,EX,EX,VG,N,5.32-5.11×3.44,"1,771.59"
1602304,CUSHION,0.75,VS2,FANCY,EX,EX,VG,F,5.60-4.69×3.16,"1,773.52"
200551-365,CUSHION,1.02,SI2,FANCY,EX,EX,VG,M,5.78-5.55×3.71,"1,773.89"
1609777,CUSHION,0.8,VS1,K,EX,EX,EX,N,5.97-4.90×3.32,"1,774.68"
1595349,CUSHION,0.71,VS1,FANCY,EX,EX,EX,N,4.93-4.92×3.34,"1,780.85"
200695-126,CUSHION,1.21,SI1,S-T,EX,EX,VG,N,5.96-5.92×4.01,"1,782.88"
1619457,CUSHION,0.8,VVS2,I,EX,VG,GD,N,5.36-5.14×3.44,"2,200.95"
201251-159,CUSHION,1.2,SI2,L,VG,EX,GD,ST,6.21-5.72×3.97,"2,204.14"
1656360,CUSHION,0.8,VVS2,J,EX,EX,EX,F,5.18-5.16×3.49,"2,207.81"
1651003,CUSHION,0.8,VS2,J,EX,EX,VG,N,5.19-5.11×3.47,"2,207.83"
1606751,CUSHION,0.8,VS1,I,VG,EX,VG,N,5.44-4.94×3.41,"2,207.90"
1621152,CUSHION,0.7,SI2,D,EX,EX,EX,N,5.30-4.82×3.28,"2,209.85"
1626227,CUSHION,0.81,SI1,I,EX,EX,VG,F,5.54-5.08×3.45,"2,099.21"
201204-106,CUSHION,1.11,VVS2,S-T,EX,EX,EX,ST,6.03-5.70×3.83,"2,107.75"
1615061,CUSHION,0.81,SI2,D,EX,EX,VG,N,5.73-4.98×3.38,"2,111.99"
1642242,CUSHION,0.8,SI2,F,VG,EX,VG,M,5.51-5.14×3.45,"2,116.52"
1638131,CUSHION,0.7,SI2,D,EX,EX,VG,N,5.23-4.93×3.31,"2,117.68"
1631323,CUSHION,0.75,VVS2,I,EX,EX,VG,F,5.10-5.10×3.42,"2,118.77"
1534911,CUSHION,0.8,VS2,I,EX,EX,VG,F,5.67-4.93×3.35,"2,119.15"
1609780,CUSHION,0.8,VS2,I,VG,EX,VG,N,5.60-4.95×3.47,"2,119.15"
1628223,CUSHION,0.9,SI1,K,EX,EX,VG,N,5.62-5.24×3.55,"2,119.75"
1628248,CUSHION,0.71,VS2,H,VG,EX,VG,N,5.24-4.72×3.30,"2,123.35"
1639553,CUSHION,0.72,SI1,F,EX,EX,VG,N,5.80-4.71×3.18,"2,123.49"
1615060,CUSHION,0.8,SI1,I,EX,EX,VG,N,5.83-5.04×3.31,"2,213.12"
1594996,CUSHION,0.7,SI1,E,VG,VG,VG,N,5.03-4.86×3.35,"2,213.67"
1672853,CUSHION,0.8,VS2,I,EX,EX,VG,M,5.28-5.11×3.47,"2,214.81"
